leto;krog;od_drzave;za_drzavo;skupaj_tocke;glasovanje_tocke;zirija_tocke
1999;finale;Nemčija;Hrvaška;10;;
1999;finale;Nemčija;Izrael;7;;
1999;finale;Nemčija;Estonija;6;;
1999;finale;Nemčija;Bosna in Hercegovina;8;;
1999;finale;Nemčija;Avstrija;5;;
1999;finale;Nemčija;Malta;1;;
1999;finale;Nemčija;Turčija;12;;
1999;finale;Nemčija;Poljska;4;;
1999;finale;Islandija;Švedska;10;;
1999;finale;Islandija;Nemčija;5;;
1999;finale;Islandija;Hrvaška;4;;
1999;finale;Islandija;Izrael;1;;
1999;finale;Islandija;Estonija;2;;
1999;finale;Islandija;Bosna in Hercegovina;3;;
1999;finale;Islandija;Danska;12;;
1999;finale;Islandija;Nizozemska;6;;
1999;finale;Islandija;Avstrija;8;;
1999;finale;Islandija;Norveška;7;;
1999;finale;Irska;Švedska;5;;
1999;finale;Irska;Islandija;4;;
1999;finale;Irska;Hrvaška;6;;
1999;finale;Irska;Estonija;8;;
1999;finale;Irska;Danska;7;;
1999;finale;Irska;Nizozemska;1;;
1999;finale;Irska;Slovenija;12;;
1999;finale;Irska;Belgija;10;;
1999;finale;Irska;Norveška;3;;
1999;finale;Irska;Francija;2;;
1999;finale;Izrael;Švedska;8;;
1999;finale;Izrael;Islandija;10;;
1999;finale;Izrael;Nemčija;12;;
1999;finale;Izrael;Hrvaška;7;;
1999;finale;Izrael;Estonija;1;;
1999;finale;Izrael;Danska;2;;
1999;finale;Izrael;Nizozemska;6;;
1999;finale;Izrael;Belgija;5;;
1999;finale;Izrael;Velika Britanija;4;;
1999;finale;Izrael;Litva;3;;
1999;finale;Litva;Švedska;3;;
1999;finale;Litva;Islandija;8;;
1999;finale;Litva;Hrvaška;6;;
1999;finale;Litva;Estonija;1;;
1999;finale;Litva;Nizozemska;4;;
1999;finale;Litva;Slovenija;10;;
1999;finale;Litva;Velika Britanija;5;;
1999;finale;Litva;Irska;12;;
1999;finale;Litva;Poljska;7;;
1999;finale;Litva;Francija;2;;
1999;finale;Malta;Švedska;12;;
1999;finale;Malta;Islandija;10;;
1999;finale;Malta;Nemčija;3;;
1999;finale;Malta;Hrvaška;5;;
1999;finale;Malta;Izrael;6;;
1999;finale;Malta;Estonija;7;;
1999;finale;Malta;Danska;4;;
1999;finale;Malta;Nizozemska;2;;
1999;finale;Malta;Velika Britanija;8;;
1999;finale;Malta;Litva;1;;
1999;finale;Nizozemska;Švedska;8;;
1999;finale;Nizozemska;Islandija;7;;
1999;finale;Nizozemska;Nemčija;12;;
1999;finale;Nizozemska;Hrvaška;1;;
1999;finale;Nizozemska;Izrael;4;;
1999;finale;Nizozemska;Estonija;5;;
1999;finale;Nizozemska;Bosna in Hercegovina;3;;
1999;finale;Nizozemska;Avstrija;2;;
1999;finale;Nizozemska;Slovenija;6;;
1999;finale;Nizozemska;Belgija;10;;
1999;finale;Norveška;Švedska;12;;
1999;finale;Norveška;Islandija;10;;
1999;finale;Norveška;Nemčija;3;;
1999;finale;Norveška;Izrael;2;;
1999;finale;Norveška;Estonija;5;;
1999;finale;Norveška;Bosna in Hercegovina;7;;
1999;finale;Norveška;Avstrija;6;;
1999;finale;Norveška;Turčija;4;;
1999;finale;Norveška;Irska;1;;
1999;finale;Norveška;Francija;8;;
1999;finale;Poljska;Švedska;6;;
1999;finale;Poljska;Islandija;4;;
1999;finale;Poljska;Nemčija;12;;
1999;finale;Poljska;Hrvaška;7;;
1999;finale;Poljska;Izrael;10;;
1999;finale;Poljska;Estonija;8;;
1999;finale;Poljska;Bosna in Hercegovina;5;;
1999;finale;Poljska;Danska;1;;
1999;finale;Poljska;Avstrija;3;;
1999;finale;Poljska;Belgija;2;;
1999;finale;Portugalska;Švedska;10;;
1999;finale;Portugalska;Islandija;4;;
1999;finale;Portugalska;Nemčija;12;;
1999;finale;Portugalska;Hrvaška;6;;
1999;finale;Portugalska;Izrael;8;;
1999;finale;Portugalska;Estonija;7;;
1999;finale;Portugalska;Danska;3;;
1999;finale;Portugalska;Nizozemska;2;;
1999;finale;Portugalska;Avstrija;5;;
1999;finale;Portugalska;Malta;1;;
1999;finale;Slovenija;Švedska;7;;
1999;finale;Slovenija;Nemčija;6;;
1999;finale;Slovenija;Hrvaška;12;;
1999;finale;Slovenija;Izrael;1;;
1999;finale;Slovenija;Estonija;8;;
1999;finale;Slovenija;Bosna in Hercegovina;10;;
1999;finale;Slovenija;Danska;5;;
1999;finale;Slovenija;Nizozemska;3;;
1999;finale;Slovenija;Avstrija;4;;
1999;finale;Slovenija;Velika Britanija;2;;
1999;finale;Španija;Švedska;6;;
1999;finale;Španija;Islandija;10;;
1999;finale;Španija;Nemčija;7;;
1999;finale;Španija;Hrvaška;12;;
1999;finale;Španija;Izrael;8;;
1999;finale;Španija;Estonija;1;;
1999;finale;Španija;Danska;5;;
1999;finale;Španija;Nizozemska;3;;
1999;finale;Španija;Slovenija;2;;
1999;finale;Španija;Velika Britanija;4;;
1999;finale;Švedska;Islandija;12;;
1999;finale;Švedska;Nemčija;2;;
1999;finale;Švedska;Hrvaška;1;;
1999;finale;Švedska;Izrael;3;;
1999;finale;Švedska;Estonija;10;;
1999;finale;Švedska;Bosna in Hercegovina;6;;
1999;finale;Švedska;Danska;8;;
1999;finale;Švedska;Nizozemska;4;;
1999;finale;Švedska;Avstrija;7;;
1999;finale;Švedska;Norveška;5;;
1999;finale;Turčija;Švedska;6;;
1999;finale;Turčija;Islandija;10;;
1999;finale;Turčija;Nemčija;12;;
1999;finale;Turčija;Hrvaška;8;;
1999;finale;Turčija;Izrael;3;;
1999;finale;Turčija;Bosna in Hercegovina;7;;
1999;finale;Turčija;Nizozemska;5;;
1999;finale;Turčija;Velika Britanija;4;;
1999;finale;Turčija;Irska;1;;
1999;finale;Turčija;Francija;2;;
1999;finale;Velika Britanija;Švedska;12;;
1999;finale;Velika Britanija;Islandija;10;;
1999;finale;Velika Britanija;Nemčija;1;;
1999;finale;Velika Britanija;Estonija;3;;
1999;finale;Velika Britanija;Danska;5;;
1999;finale;Velika Britanija;Nizozemska;8;;
1999;finale;Velika Britanija;Avstrija;7;;
1999;finale;Velika Britanija;Malta;6;;
1999;finale;Velika Britanija;Irska;4;;
1999;finale;Velika Britanija;Ciper;2;;
2015;finale;Albanija;Švedska;7;;
2015;finale;Albanija;Rusija;8;;
2015;finale;Albanija;Italija;12;;
2015;finale;Albanija;Belgija;1;;
2015;finale;Albanija;Avstralija;3;;
2015;finale;Albanija;Estonija;4;;
2015;finale;Albanija;Izrael;5;;
2015;finale;Albanija;Srbija;2;;
2015;finale;Albanija;Črna gora;6;;
2015;finale;Albanija;Grčija;10;;
2015;finale;Armenija;Švedska;7;;
2015;finale;Armenija;Rusija;12;;
2015;finale;Armenija;Italija;6;;
2015;finale;Armenija;Belgija;4;;
2015;finale;Armenija;Avstralija;1;;
2015;finale;Armenija;Latvija;2;;
2015;finale;Armenija;Gruzija;10;;
2015;finale;Armenija;Črna gora;8;;
2015;finale;Armenija;Grčija;5;;
2015;finale;Armenija;Francija;3;;
2015;finale;Avstralija;Švedska;12;;
2015;finale;Avstralija;Rusija;10;;
2015;finale;Avstralija;Italija;8;;
2015;finale;Avstralija;Belgija;6;;
2015;finale;Avstralija;Latvija;7;;
2015;finale;Avstralija;Estonija;3;;
2015;finale;Avstralija;Norveška;4;;
2015;finale;Avstralija;Izrael;2;;
2015;finale;Avstralija;Srbija;5;;
2015;finale;Avstralija;Gruzija;1;;
2015;finale;Avstrija;Švedska;7;;
2015;finale;Avstrija;Rusija;8;;
2015;finale;Avstrija;Italija;10;;
2015;finale;Avstrija;Belgija;5;;
2015;finale;Avstrija;Avstralija;12;;
2015;finale;Avstrija;Latvija;1;;
2015;finale;Avstrija;Estonija;6;;
2015;finale;Avstrija;Norveška;4;;
2015;finale;Avstrija;Izrael;2;;
2015;finale;Avstrija;Srbija;3;;
2015;finale;Azerbajdžan;Švedska;6;;
2015;finale;Azerbajdžan;Rusija;12;;
2015;finale;Azerbajdžan;Italija;8;;
2015;finale;Azerbajdžan;Latvija;5;;
2015;finale;Azerbajdžan;Estonija;4;;
2015;finale;Azerbajdžan;Izrael;7;;
2015;finale;Azerbajdžan;Gruzija;10;;
2015;finale;Azerbajdžan;Črna gora;2;;
2015;finale;Azerbajdžan;Slovenija;3;;
2015;finale;Azerbajdžan;Španija;1;;
2015;finale;Belorusija;Švedska;10;;
2015;finale;Belorusija;Rusija;12;;
2015;finale;Belorusija;Italija;1;;
2015;finale;Belorusija;Belgija;8;;
2015;finale;Belorusija;Avstralija;6;;
2015;finale;Belorusija;Latvija;5;;
2015;finale;Belorusija;Estonija;7;;
2015;finale;Belorusija;Izrael;2;;
2015;finale;Belorusija;Gruzija;3;;
2015;finale;Belorusija;Armenija;4;;
2015;finale;Belgija;Švedska;12;;
2015;finale;Belgija;Rusija;10;;
2015;finale;Belgija;Italija;8;;
2015;finale;Belgija;Avstralija;4;;
2015;finale;Belgija;Latvija;7;;
2015;finale;Belgija;Estonija;2;;
2015;finale;Belgija;Gruzija;1;;
2015;finale;Belgija;Romunija;5;;
2015;finale;Belgija;Armenija;3;;
2015;finale;Belgija;Albanija;6;;
2015;finale;Ciper;Švedska;10;;
2015;finale;Ciper;Rusija;5;;
2015;finale;Ciper;Italija;12;;
2015;finale;Ciper;Belgija;7;;
2015;finale;Ciper;Avstralija;4;;
2015;finale;Ciper;Latvija;3;;
2015;finale;Ciper;Estonija;2;;
2015;finale;Ciper;Izrael;6;;
2015;finale;Ciper;Romunija;1;;
2015;finale;Ciper;Grčija;8;;
2015;finale;Češka;Švedska;10;;
2015;finale;Češka;Rusija;8;;
2015;finale;Češka;Italija;7;;
2015;finale;Češka;Belgija;6;;
2015;finale;Češka;Latvija;5;;
2015;finale;Češka;Srbija;3;;
2015;finale;Češka;Gruzija;4;;
2015;finale;Češka;Azerbajdžan;12;;
2015;finale;Češka;Armenija;2;;
2015;finale;Češka;Madžarska;1;;
2015;finale;Danska;Švedska;12;;
2015;finale;Danska;Rusija;10;;
2015;finale;Danska;Italija;5;;
2015;finale;Danska;Belgija;7;;
2015;finale;Danska;Avstralija;8;;
2015;finale;Danska;Latvija;4;;
2015;finale;Danska;Estonija;6;;
2015;finale;Danska;Norveška;3;;
2015;finale;Danska;Romunija;2;;
2015;finale;Danska;Litva;1;;
2015;finale;Estonija;Švedska;10;;
2015;finale;Estonija;Rusija;12;;
2015;finale;Estonija;Italija;3;;
2015;finale;Estonija;Belgija;7;;
2015;finale;Estonija;Avstralija;5;;
2015;finale;Estonija;Latvija;6;;
2015;finale;Estonija;Norveška;4;;
2015;finale;Estonija;Gruzija;1;;
2015;finale;Estonija;Litva;2;;
2015;finale;Estonija;Madžarska;8;;
2015;finale;Finska;Švedska;12;;
2015;finale;Finska;Rusija;8;;
2015;finale;Finska;Italija;2;;
2015;finale;Finska;Belgija;7;;
2015;finale;Finska;Avstralija;5;;
2015;finale;Finska;Latvija;6;;
2015;finale;Finska;Estonija;10;;
2015;finale;Finska;Norveška;4;;
2015;finale;Finska;Izrael;3;;
2015;finale;Finska;Slovenija;1;;
2015;finale;Francija;Švedska;8;;
2015;finale;Francija;Rusija;10;;
2015;finale;Francija;Italija;6;;
2015;finale;Francija;Belgija;12;;
2015;finale;Francija;Avstralija;2;;
2015;finale;Francija;Latvija;7;;
2015;finale;Francija;Armenija;3;;
2015;finale;Francija;Madžarska;1;;
2015;finale;Francija;Španija;5;;
2015;finale;Francija;Poljska;4;;
2015;finale;Gruzija;Švedska;7;;
2015;finale;Gruzija;Rusija;5;;
2015;finale;Gruzija;Italija;8;;
2015;finale;Gruzija;Belgija;6;;
2015;finale;Gruzija;Latvija;4;;
2015;finale;Gruzija;Estonija;2;;
2015;finale;Gruzija;Izrael;1;;
2015;finale;Gruzija;Azerbajdžan;10;;
2015;finale;Gruzija;Armenija;12;;
2015;finale;Gruzija;Litva;3;;
2015;finale;Nemčija;Švedska;10;;
2015;finale;Nemčija;Rusija;12;;
2015;finale;Nemčija;Italija;3;;
2015;finale;Nemčija;Belgija;8;;
2015;finale;Nemčija;Avstralija;7;;
2015;finale;Nemčija;Latvija;6;;
2015;finale;Nemčija;Estonija;2;;
2015;finale;Nemčija;Norveška;4;;
2015;finale;Nemčija;Izrael;5;;
2015;finale;Nemčija;Madžarska;1;;
2015;finale;Grčija;Švedska;4;;
2015;finale;Grčija;Rusija;8;;
2015;finale;Grčija;Italija;12;;
2015;finale;Grčija;Belgija;7;;
2015;finale;Grčija;Avstralija;5;;
2015;finale;Grčija;Latvija;3;;
2015;finale;Grčija;Gruzija;2;;
2015;finale;Grčija;Armenija;1;;
2015;finale;Grčija;Albanija;6;;
2015;finale;Grčija;Ciper;10;;
2015;finale;Madžarska;Švedska;10;;
2015;finale;Madžarska;Rusija;6;;
2015;finale;Madžarska;Italija;2;;
2015;finale;Madžarska;Belgija;12;;
2015;finale;Madžarska;Avstralija;8;;
2015;finale;Madžarska;Latvija;5;;
2015;finale;Madžarska;Estonija;7;;
2015;finale;Madžarska;Norveška;4;;
2015;finale;Madžarska;Gruzija;3;;
2015;finale;Madžarska;Romunija;1;;
2015;finale;Islandija;Švedska;12;;
2015;finale;Islandija;Rusija;3;;
2015;finale;Islandija;Italija;6;;
2015;finale;Islandija;Belgija;4;;
2015;finale;Islandija;Avstralija;8;;
2015;finale;Islandija;Latvija;7;;
2015;finale;Islandija;Estonija;1;;
2015;finale;Islandija;Norveška;10;;
2015;finale;Islandija;Izrael;5;;
2015;finale;Islandija;Slovenija;2;;
2015;finale;Irska;Švedska;10;;
2015;finale;Irska;Rusija;8;;
2015;finale;Irska;Italija;6;;
2015;finale;Irska;Belgija;2;;
2015;finale;Irska;Avstralija;5;;
2015;finale;Irska;Latvija;12;;
2015;finale;Irska;Norveška;4;;
2015;finale;Irska;Litva;7;;
2015;finale;Irska;Poljska;3;;
2015;finale;Irska;Velika Britanija;1;;
2015;finale;Izrael;Švedska;10;;
2015;finale;Izrael;Rusija;8;;
2015;finale;Izrael;Italija;12;;
2015;finale;Izrael;Belgija;4;;
2015;finale;Izrael;Avstralija;7;;
2015;finale;Izrael;Estonija;3;;
2015;finale;Izrael;Srbija;2;;
2015;finale;Izrael;Slovenija;6;;
2015;finale;Izrael;Romunija;5;;
2015;finale;Izrael;Španija;1;;
2015;finale;Italija;Švedska;12;;
2015;finale;Italija;Rusija;10;;
2015;finale;Italija;Belgija;7;;
2015;finale;Italija;Avstralija;6;;
2015;finale;Italija;Latvija;4;;
2015;finale;Italija;Estonija;2;;
2015;finale;Italija;Norveška;5;;
2015;finale;Italija;Izrael;8;;
2015;finale;Italija;Srbija;3;;
2015;finale;Italija;Poljska;1;;
2015;finale;Latvija;Švedska;12;;
2015;finale;Latvija;Rusija;10;;
2015;finale;Latvija;Italija;8;;
2015;finale;Latvija;Belgija;4;;
2015;finale;Latvija;Avstralija;5;;
2015;finale;Latvija;Estonija;6;;
2015;finale;Latvija;Norveška;2;;
2015;finale;Latvija;Izrael;1;;
2015;finale;Latvija;Slovenija;3;;
2015;finale;Latvija;Litva;7;;
2015;finale;Litva;Švedska;10;;
2015;finale;Litva;Italija;1;;
2015;finale;Litva;Belgija;7;;
2015;finale;Litva;Avstralija;3;;
2015;finale;Litva;Latvija;12;;
2015;finale;Litva;Estonija;8;;
2015;finale;Litva;Norveška;5;;
2015;finale;Litva;Gruzija;6;;
2015;finale;Litva;Azerbajdžan;2;;
2015;finale;Litva;Slovenija;4;;
2015;finale;Malta;Švedska;10;;
2015;finale;Malta;Rusija;7;;
2015;finale;Malta;Italija;12;;
2015;finale;Malta;Avstralija;6;;
2015;finale;Malta;Latvija;4;;
2015;finale;Malta;Estonija;3;;
2015;finale;Malta;Norveška;2;;
2015;finale;Malta;Izrael;5;;
2015;finale;Malta;Azerbajdžan;8;;
2015;finale;Malta;Velika Britanija;1;;
2015;finale;Moldavija;Švedska;8;;
2015;finale;Moldavija;Rusija;10;;
2015;finale;Moldavija;Italija;7;;
2015;finale;Moldavija;Belgija;6;;
2015;finale;Moldavija;Avstralija;4;;
2015;finale;Moldavija;Latvija;2;;
2015;finale;Moldavija;Gruzija;5;;
2015;finale;Moldavija;Azerbajdžan;3;;
2015;finale;Moldavija;Romunija;12;;
2015;finale;Moldavija;Španija;1;;
2015;finale;Črna gora;Švedska;5;;
2015;finale;Črna gora;Rusija;7;;
2015;finale;Črna gora;Italija;6;;
2015;finale;Črna gora;Estonija;1;;
2015;finale;Črna gora;Izrael;3;;
2015;finale;Črna gora;Srbija;12;;
2015;finale;Črna gora;Azerbajdžan;8;;
2015;finale;Črna gora;Slovenija;4;;
2015;finale;Črna gora;Albanija;10;;
2015;finale;Črna gora;Španija;2;;
2015;finale;Nizozemska;Švedska;10;;
2015;finale;Nizozemska;Rusija;6;;
2015;finale;Nizozemska;Italija;7;;
2015;finale;Nizozemska;Belgija;12;;
2015;finale;Nizozemska;Avstralija;8;;
2015;finale;Nizozemska;Latvija;2;;
2015;finale;Nizozemska;Estonija;4;;
2015;finale;Nizozemska;Norveška;3;;
2015;finale;Nizozemska;Izrael;5;;
2015;finale;Nizozemska;Srbija;1;;
2015;finale;Severna Makedonija;Švedska;5;;
2015;finale;Severna Makedonija;Rusija;6;;
2015;finale;Severna Makedonija;Italija;7;;
2015;finale;Severna Makedonija;Belgija;1;;
2015;finale;Severna Makedonija;Estonija;2;;
2015;finale;Severna Makedonija;Srbija;10;;
2015;finale;Severna Makedonija;Črna gora;4;;
2015;finale;Severna Makedonija;Slovenija;8;;
2015;finale;Severna Makedonija;Armenija;3;;
2015;finale;Severna Makedonija;Albanija;12;;
2015;finale;Norveška;Švedska;12;;
2015;finale;Norveška;Rusija;2;;
2015;finale;Norveška;Italija;5;;
2015;finale;Norveška;Belgija;7;;
2015;finale;Norveška;Avstralija;10;;
2015;finale;Norveška;Latvija;8;;
2015;finale;Norveška;Estonija;3;;
2015;finale;Norveška;Izrael;4;;
2015;finale;Norveška;Slovenija;1;;
2015;finale;Norveška;Litva;6;;
2015;finale;Poljska;Švedska;12;;
2015;finale;Poljska;Rusija;6;;
2015;finale;Poljska;Italija;7;;
2015;finale;Poljska;Belgija;5;;
2015;finale;Poljska;Avstralija;8;;
2015;finale;Poljska;Latvija;10;;
2015;finale;Poljska;Estonija;2;;
2015;finale;Poljska;Norveška;3;;
2015;finale;Poljska;Izrael;4;;
2015;finale;Poljska;Slovenija;1;;
2015;finale;Portugalska;Švedska;8;;
2015;finale;Portugalska;Rusija;10;;
2015;finale;Portugalska;Italija;12;;
2015;finale;Portugalska;Belgija;5;;
2015;finale;Portugalska;Latvija;2;;
2015;finale;Portugalska;Estonija;1;;
2015;finale;Portugalska;Norveška;6;;
2015;finale;Portugalska;Izrael;7;;
2015;finale;Portugalska;Romunija;4;;
2015;finale;Portugalska;Španija;3;;
2015;finale;Romunija;Švedska;8;;
2015;finale;Romunija;Rusija;10;;
2015;finale;Romunija;Italija;12;;
2015;finale;Romunija;Belgija;7;;
2015;finale;Romunija;Avstralija;2;;
2015;finale;Romunija;Latvija;5;;
2015;finale;Romunija;Norveška;6;;
2015;finale;Romunija;Izrael;1;;
2015;finale;Romunija;Azerbajdžan;3;;
2015;finale;Romunija;Madžarska;4;;
2015;finale;Rusija;Švedska;8;;
2015;finale;Rusija;Italija;12;;
2015;finale;Rusija;Belgija;10;;
2015;finale;Rusija;Avstralija;4;;
2015;finale;Rusija;Latvija;2;;
2015;finale;Rusija;Estonija;7;;
2015;finale;Rusija;Gruzija;5;;
2015;finale;Rusija;Azerbajdžan;3;;
2015;finale;Rusija;Armenija;6;;
2015;finale;Rusija;Španija;1;;
2015;finale;San Marino;Švedska;7;;
2015;finale;San Marino;Italija;10;;
2015;finale;San Marino;Belgija;5;;
2015;finale;San Marino;Avstralija;8;;
2015;finale;San Marino;Latvija;12;;
2015;finale;San Marino;Norveška;6;;
2015;finale;San Marino;Izrael;2;;
2015;finale;San Marino;Madžarska;4;;
2015;finale;San Marino;Velika Britanija;3;;
2015;finale;San Marino;Francija;1;;
2015;finale;Srbija;Švedska;8;;
2015;finale;Srbija;Rusija;10;;
2015;finale;Srbija;Italija;7;;
2015;finale;Srbija;Belgija;4;;
2015;finale;Srbija;Avstralija;3;;
2015;finale;Srbija;Latvija;1;;
2015;finale;Srbija;Estonija;2;;
2015;finale;Srbija;Izrael;6;;
2015;finale;Srbija;Črna gora;12;;
2015;finale;Srbija;Slovenija;5;;
2015;finale;Slovenija;Švedska;12;;
2015;finale;Slovenija;Rusija;5;;
2015;finale;Slovenija;Italija;8;;
2015;finale;Slovenija;Belgija;3;;
2015;finale;Slovenija;Avstralija;2;;
2015;finale;Slovenija;Latvija;7;;
2015;finale;Slovenija;Norveška;4;;
2015;finale;Slovenija;Srbija;6;;
2015;finale;Slovenija;Črna gora;10;;
2015;finale;Slovenija;Ciper;1;;
2015;finale;Španija;Švedska;8;;
2015;finale;Španija;Rusija;10;;
2015;finale;Španija;Italija;12;;
2015;finale;Španija;Belgija;6;;
2015;finale;Španija;Avstralija;7;;
2015;finale;Španija;Latvija;4;;
2015;finale;Španija;Estonija;3;;
2015;finale;Španija;Norveška;2;;
2015;finale;Španija;Izrael;1;;
2015;finale;Španija;Romunija;5;;
2015;finale;Švedska;Rusija;6;;
2015;finale;Švedska;Italija;8;;
2015;finale;Švedska;Belgija;10;;
2015;finale;Švedska;Avstralija;12;;
2015;finale;Švedska;Latvija;5;;
2015;finale;Švedska;Estonija;3;;
2015;finale;Švedska;Norveška;7;;
2015;finale;Švedska;Izrael;4;;
2015;finale;Švedska;Črna gora;2;;
2015;finale;Švedska;Slovenija;1;;
2015;finale;Švica;Švedska;12;;
2015;finale;Švica;Rusija;7;;
2015;finale;Švica;Italija;6;;
2015;finale;Švica;Belgija;2;;
2015;finale;Švica;Avstralija;8;;
2015;finale;Švica;Latvija;4;;
2015;finale;Švica;Norveška;10;;
2015;finale;Švica;Izrael;3;;
2015;finale;Švica;Srbija;5;;
2015;finale;Švica;Španija;1;;
2015;finale;Velika Britanija;Švedska;12;;
2015;finale;Velika Britanija;Rusija;6;;
2015;finale;Velika Britanija;Italija;8;;
2015;finale;Velika Britanija;Belgija;3;;
2015;finale;Velika Britanija;Avstralija;10;;
2015;finale;Velika Britanija;Latvija;7;;
2015;finale;Velika Britanija;Izrael;5;;
2015;finale;Velika Britanija;Srbija;1;;
2015;finale;Velika Britanija;Litva;4;;
2015;finale;Velika Britanija;Poljska;2;;
2023;finale;Albanija;Švedska;22;10;12
2023;finale;Albanija;Finska;6;6;0
2023;finale;Albanija;Izrael;11;5;6
2023;finale;Albanija;Italija;14;12;2
2023;finale;Albanija;Norveška;4;4;0
2023;finale;Albanija;Belgija;5;0;5
2023;finale;Albanija;Estonija;8;0;8
2023;finale;Albanija;Avstralija;3;0;3
2023;finale;Albanija;Ciper;11;7;4
2023;finale;Albanija;Hrvaška;8;8;0
2023;finale;Albanija;Armenija;10;0;10
2023;finale;Albanija;Francija;3;3;0
2023;finale;Albanija;Španija;1;0;1
2023;finale;Albanija;Poljska;1;1;0
2023;finale;Albanija;Švica;7;0;7
2023;finale;Albanija;Slovenija;2;2;0
2023;finale;Armenija;Švedska;17;7;10
2023;finale;Armenija;Finska;14;6;8
2023;finale;Armenija;Izrael;24;12;12
2023;finale;Armenija;Italija;3;3;0
2023;finale;Armenija;Norveška;8;4;4
2023;finale;Armenija;Ukrajina;4;1;3
2023;finale;Armenija;Ciper;13;8;5
2023;finale;Armenija;Avstrija;2;0;2
2023;finale;Armenija;Francija;17;10;7
2023;finale;Armenija;Španija;6;0;6
2023;finale;Armenija;Poljska;6;5;1
2023;finale;Armenija;Švica;2;2;0
2023;finale;Avstralija;Švedska;17;10;7
2023;finale;Avstralija;Finska;17;12;5
2023;finale;Avstralija;Izrael;5;5;0
2023;finale;Avstralija;Italija;1;0;1
2023;finale;Avstralija;Norveška;6;6;0
2023;finale;Avstralija;Belgija;15;3;12
2023;finale;Avstralija;Estonija;8;0;8
2023;finale;Avstralija;Litva;10;0;10
